Age,Gender,Country,Region,High School Science Score,Biology Score,Chemistry Score,Physics Score,Mathematics Score,Undergraduate Degree,Medical School Ranking,Institution Type,Medical Entrance Exam Score,Ability to diagnose & treat patients,"Doctor-patient interaction, explaining procedures",Hand-Eye Coordination,Empathy,Analytical Thinking,Years of Medical Education,Clinical Internship Experience (Months),Research Experience (Months),Medical Certifications,Specialization Courses,Interest in Surgery,Interest in Patient Care,Interest in Laboratory & Research,Interest in Emergency Medicine,Interest in Mental Health & Psychology,Preferred Work Environment,Comfort with Long Working Hours,Willingness to Work in Rural Areas,Teamwork Preference,Predicted Medical Career Role
53,Male,India,Urban,62.15,94.36,67.16,78.57,78.51,BSc Nursing,Top Tier,Public,97.52,6,6,5,5,6,7,9,12,5,2,6,6,7,1,9,Hospital,1,Yes,9,Orthopedic Doctor
38,Male,Canada,Rural,94.62,76.12,99.48,64.56,76.92,BPharm,Mid Tier,Public,73.39,7,6,8,6,9,13,17,8,3,0,7,1,2,1,4,Clinic,2,No,8,Pediatrician
38,Male,India,Urban,68.79,85.47,94.74,60.98,57.47,BSc Nursing,Top Tier,Private,84.8,7,5,3,5,9,7,12,14,6,1,4,8,1,1,2,Research Lab,8,No,4,Pediatrician
35,Female,Germany,Urban,83.36,78.59,96.53,84.54,76.6,MBBS,Mid Tier,Public,51.8,5,7,7,8,5,5,20,21,1,4,5,7,1,1,9,Clinic,9,No,4,Psychiatrist
30,Male,UK,Rural,84.99,74.66,90.78,86.7,77.09,BDS,Top Tier,Private,51.84,6,7,5,8,9,8,15,20,7,2,9,3,3,5,5,Research Lab,5,No,3,Anesthesiologist
23,Female,Germany,Urban,66.58,70.03,88.43,60.65,67.78,BSc Biotech,Low Tier,Public,87.15,7,5,5,9,5,14,4,8,7,2,1,1,4,3,2,Clinic,1,Yes,8,General Physician
46,Male,UK,Rural,90.46,77.66,69.78,97.97,80.37,BPharm,Top Tier,Private,96.87,6,6,8,5,9,14,3,11,0,0,4,4,2,9,6,Pharma Industry,7,Yes,7,Emergency Medicine Specialist
30,Female,UK,Urban,94.64,92.24,83.46,81.69,70.6,BDS,Mid Tier,Private,86.16,9,6,8,8,7,11,14,17,6,2,9,3,9,5,5,Pharma Industry,5,No,6,Surgeon
43,Male,UK,Rural,71.42,93.76,87.86,84.49,87.76,BDS,Top Tier,Private,57.73,8,5,3,8,9,5,18,7,5,4,4,2,6,2,4,Clinic,7,No,9,Surgeon
25,Female,UK,Urban,95.11,98.32,71.52,82.57,51.91,BDS,Top Tier,Private,91.38,6,6,7,7,8,14,6,12,5,2,3,3,9,7,9,Hospital,3,No,4,Medical Researcher
47,Female,Canada,Rural,63.24,71.62,75.93,72.68,50.5,MBBS,Low Tier,Public,79.59,8,8,7,6,5,7,1,14,8,1,2,9,6,3,1,Research Lab,2,No,1,General Physician
50,Female,Australia,Rural,92.02,86.02,97.88,96.02,76.2,BSc Biotech,Top Tier,Public,53.27,9,6,8,8,6,14,8,7,8,1,4,7,9,6,5,Hospital,9,No,4,Cardiologist
55,Male,Canada,Urban,85.6,87.75,76.32,60.15,99.46,BSc Biotech,Top Tier,Private,69.33,5,6,4,8,7,5,8,23,4,4,6,5,5,2,6,Clinic,6,No,7,Radiologist
44,Male,Australia,Urban,83.32,67.65,72.62,89.89,72.27,BSc Biotech,Top Tier,Public,88.72,9,5,8,5,7,13,8,3,3,1,4,8,8,2,6,Hospital,6,Yes,3,Nurse
58,Female,Canada,Rural,69.21,74.68,64.29,74.43,50.59,BPharm,Top Tier,Private,60.32,8,7,3,5,6,14,8,14,2,2,9,5,4,7,4,Pharma Industry,6,No,5,Anesthesiologist
32,Male,UK,Urban,74.47,73.69,73.65,67.61,65.86,MBBS,Top Tier,Private,91.16,9,6,4,8,9,13,5,10,6,1,6,9,2,3,8,Pharma Industry,3,No,7,Psychiatrist
27,Male,USA,Urban,96.41,99.44,84.49,77.44,73.36,BSc Nursing,Mid Tier,Public,78.73,5,8,7,9,9,8,1,6,2,1,4,2,5,1,7,Pharma Industry,8,No,9,Orthopedic Doctor
39,Male,Germany,Urban,78.63,98.34,65.91,67.92,95.06,BSc Biotech,Top Tier,Public,72.53,8,8,3,6,5,10,12,18,4,1,2,6,2,9,7,Pharma Industry,6,No,4,Emergency Medicine Specialist
42,Female,Australia,Rural,83.78,92.87,84.21,94.75,56.06,BSc Nursing,Top Tier,Public,50.12,5,8,6,5,6,9,2,18,0,3,5,7,3,4,9,Pharma Industry,7,No,3,Cardiologist
57,Female,USA,Urban,97.43,78.91,89.65,91.82,96.22,BDS,Top Tier,Private,62.98,5,8,9,8,7,11,5,0,4,4,2,3,5,3,8,Pharma Industry,9,No,5,Psychiatrist
59,Male,UK,Rural,78.66,70.56,90.73,94.28,97.01,BDS,Top Tier,Public,90.94,6,9,9,8,5,9,22,23,7,1,1,8,1,7,7,Research Lab,3,No,9,General Physician
55,Male,Australia,Rural,75.53,96.64,99.39,93.43,82.05,BDS,Mid Tier,Public,55.34,9,7,6,7,9,11,6,4,6,4,4,2,4,3,2,Pharma Industry,6,No,2,Cardiologist
38,Male,USA,Urban,95.73,70.72,77.38,92.99,61.26,BSc Biotech,Low Tier,Public,75.45,6,9,4,9,6,10,4,17,3,3,3,6,5,7,9,Clinic,1,Yes,9,Psychiatrist
58,Female,Canada,Urban,96.44,80.88,61.3,83.26,76.84,BDS,Low Tier,Public,51.55,8,5,9,6,5,14,14,20,5,4,1,2,2,2,5,Clinic,1,Yes,1,General Physician
46,Male,UK,Rural,74.19,69.8,94.19,96.08,90.83,MBBS,Low Tier,Private,62.98,7,6,3,5,9,14,6,18,7,2,4,5,7,9,3,Pharma Industry,8,No,9,Emergency Medicine Specialist
59,Male,Canada,Rural,83.68,98.85,63.34,62.37,67.9,BDS,Mid Tier,Private,58.26,8,6,5,8,8,9,1,14,3,2,7,8,8,2,3,Pharma Industry,2,No,6,Medical Researcher
33,Female,Canada,Urban,98.55,61.67,94.47,71.43,95.27,BSc Biotech,Top Tier,Public,70.85,6,9,9,8,5,10,5,2,7,1,6,5,7,6,3,Pharma Industry,2,No,9,General Physician
44,Female,UK,Rural,62.22,66.97,99.31,68.5,54.35,MBBS,Mid Tier,Private,79.77,9,7,6,6,9,12,2,4,1,2,7,1,2,4,9,Research Lab,3,No,8,Dentist
43,Female,Australia,Urban,61.59,90.6,96.27,64.84,65.36,BSc Biotech,Top Tier,Public,71.94,7,7,3,5,9,14,6,19,5,3,3,8,4,8,4,Clinic,7,No,4,Emergency Medicine Specialist
42,Female,Germany,Urban,80.66,66.06,98.56,60.25,99.66,BDS,Mid Tier,Private,91.04,8,7,6,8,7,13,13,14,0,4,7,8,5,3,4,Clinic,8,No,8,Dermatologist
48,Male,India,Rural,71.65,99.17,60.93,76.11,79.19,MBBS,Mid Tier,Private,58.49,5,9,3,8,8,5,13,11,8,4,3,5,2,3,5,Pharma Industry,9,No,9,Cardiologist
52,Female,India,Urban,83.27,72.85,60.45,88.96,79.52,BDS,Low Tier,Public,80.97,6,5,3,6,5,7,14,22,9,3,6,9,6,8,1,Research Lab,3,No,5,Emergency Medicine Specialist
27,Male,Germany,Urban,88.97,96.75,68.41,85.8,61.99,MBBS,Top Tier,Public,92.95,9,6,4,6,6,6,14,3,6,2,6,2,2,1,7,Hospital,6,No,8,Radiologist
48,Female,UK,Rural,62.76,86.49,91.95,86.04,92.88,BSc Nursing,Top Tier,Private,80.02,7,9,7,7,5,13,13,10,0,3,3,2,7,5,5,Pharma Industry,2,Yes,4,Cardiologist
55,Male,India,Urban,95.29,85.36,63.58,95.52,71.45,MBBS,Mid Tier,Private,72.49,6,9,7,9,7,5,5,2,1,2,2,4,4,9,1,Hospital,5,No,9,Emergency Medicine Specialist
33,Female,Germany,Urban,71.08,96.61,89.86,98.29,89.68,BSc Nursing,Top Tier,Private,86.83,9,7,3,7,6,11,5,0,5,4,5,7,2,9,2,Research Lab,9,No,2,Emergency Medicine Specialist
28,Female,USA,Urban,75.25,80.53,60.5,87.22,90.53,BDS,Low Tier,Private,54.6,6,9,3,9,7,6,14,10,4,3,2,8,2,5,9,Hospital,3,Yes,4,Psychiatrist
31,Male,Germany,Urban,73.48,76.03,89.24,63.4,58.74,MBBS,Top Tier,Private,98.27,8,9,6,9,6,5,17,12,0,2,4,7,9,2,2,Pharma Industry,2,No,8,Orthopedic Doctor
38,Female,Australia,Urban,93.59,68.7,70,87.07,75.09,BSc Biotech,Mid Tier,Private,66.92,8,8,3,5,6,5,12,7,1,3,8,8,7,7,7,Research Lab,4,No,7,General Physician
47,Male,Germany,Rural,66.83,65.78,77.62,82.19,69.2,MBBS,Mid Tier,Public,60.02,5,7,3,7,7,10,13,18,3,2,5,7,7,8,6,Research Lab,3,No,4,Emergency Medicine Specialist
42,Male,Canada,Urban,61.15,91.67,99.06,62.58,57.74,MBBS,Top Tier,Public,97.95,7,5,7,5,7,7,17,4,4,4,5,2,2,4,8,Research Lab,4,Yes,7,Cardiologist
49,Male,Canada,Rural,98.87,65.12,82.07,70.28,56.17,MBBS,Top Tier,Public,50.25,6,6,6,6,5,12,6,2,5,2,9,1,1,3,4,Clinic,8,Yes,1,Emergency Medicine Specialist
23,Male,UK,Rural,99.23,75.76,62.98,69.51,52.29,BPharm,Low Tier,Private,89.39,5,5,5,6,7,11,13,9,2,0,9,4,8,2,7,Pharma Industry,1,Yes,3,Pharmacist
22,Male,Canada,Rural,70.31,76.37,94.93,90.91,85.1,BSc Biotech,Top Tier,Public,70.97,7,7,6,9,9,11,7,20,7,3,9,2,3,6,4,Research Lab,8,Yes,5,Psychiatrist
57,Female,USA,Urban,60.37,86.58,72.95,73.81,89.11,MBBS,Top Tier,Public,90.54,8,5,7,8,8,8,17,8,1,0,3,9,1,9,9,Hospital,5,No,1,Psychiatrist
47,Male,Germany,Urban,85.84,71.14,83.41,80.03,73.57,MBBS,Top Tier,Public,92.96,6,9,4,9,7,6,11,16,3,2,9,6,5,7,5,Pharma Industry,5,No,2,Emergency Medicine Specialist
50,Male,USA,Urban,85.94,93.53,88.47,91.43,78.2,BDS,Mid Tier,Private,65.75,8,5,3,9,5,7,6,8,2,3,2,8,5,1,8,Hospital,5,No,9,Psychiatrist
42,Male,UK,Rural,97.61,68.3,91.1,97.46,63.1,BSc Biotech,Top Tier,Public,94.46,8,8,6,5,6,5,9,11,1,1,8,5,9,4,5,Pharma Industry,1,No,5,Nurse
32,Female,Canada,Urban,71.94,91.57,77.3,81.53,85.74,MBBS,Mid Tier,Public,99.5,9,7,6,9,7,7,5,10,3,4,8,6,6,6,6,Pharma Industry,5,No,8,Psychiatrist
32,Female,India,Urban,67.58,93.99,90.92,82.21,79.2,MBBS,Top Tier,Public,97.45,7,9,6,6,7,9,13,15,3,3,4,7,3,6,4,Hospital,8,No,9,Cardiologist
57,Female,Germany,Urban,84.66,67.73,64.68,63.83,94.12,MBBS,Low Tier,Public,76.42,9,5,6,7,8,5,19,3,4,3,5,3,9,5,7,Pharma Industry,1,No,1,Medical Researcher
56,Female,India,Rural,82.55,92.38,81.03,79.77,87.31,BSc Nursing,Mid Tier,Public,60.01,7,9,9,9,6,14,13,19,4,2,7,5,8,7,1,Hospital,4,No,1,Cardiologist
55,Female,Australia,Urban,88.71,88.55,60.88,87.46,50.95,BPharm,Top Tier,Private,90.38,6,8,3,6,6,10,15,1,6,0,2,6,9,1,2,Research Lab,3,No,2,General Physician
45,Female,UK,Rural,95.41,94.98,76.25,67.56,90.49,BSc Biotech,Low Tier,Private,97.08,5,9,3,9,8,6,22,7,9,1,4,6,3,7,4,Clinic,5,Yes,9,Surgeon
43,Female,Australia,Urban,82.39,80.4,74.59,64.45,51.36,BSc Nursing,Top Tier,Public,98.08,8,6,3,8,6,8,17,15,0,4,2,4,9,5,6,Pharma Industry,2,No,2,Surgeon
26,Male,India,Urban,66,69.35,99.13,94.53,90.69,MBBS,Low Tier,Public,93.62,9,8,7,6,9,6,15,18,6,0,5,3,6,7,7,Pharma Industry,1,No,9,Pediatrician
54,Female,India,Urban,83.93,96.48,75.91,64.6,99.36,BSc Biotech,Top Tier,Public,60.74,8,8,3,9,5,7,6,10,3,4,9,4,2,3,3,Pharma Industry,5,No,4,Emergency Medicine Specialist
57,Female,India,Urban,74.96,91.6,96.28,96.52,74.04,BSc Nursing,Top Tier,Public,82.28,7,7,5,8,9,11,10,13,2,4,7,9,5,2,3,Clinic,1,No,7,Cardiologist
41,Female,Australia,Rural,78.11,60.84,77.41,70.95,61.34,BPharm,Mid Tier,Public,96.13,8,7,7,5,9,7,9,1,5,0,2,5,7,7,7,Research Lab,4,No,2,Pediatrician
40,Female,UK,Urban,98.38,97.58,81.34,73.2,50.48,BSc Nursing,Mid Tier,Public,74.36,5,7,8,6,7,14,16,21,8,1,2,6,5,1,5,Research Lab,5,No,4,Cardiologist
56,Female,Germany,Urban,82.2,97.94,74.03,81.02,57.51,BDS,Top Tier,Private,90.83,6,6,8,8,7,11,22,14,4,2,6,2,1,2,2,Research Lab,8,Yes,1,Cardiologist
38,Female,Germany,Rural,65.99,74.21,85.6,67.52,75.19,MBBS,Low Tier,Public,55.23,9,9,9,6,7,11,9,16,4,1,5,6,9,2,4,Pharma Industry,7,No,6,Psychiatrist
55,Male,USA,Urban,77.73,60.4,89.56,87.54,90.33,BSc Nursing,Mid Tier,Public,88.59,8,6,3,6,9,12,23,9,4,2,2,3,2,9,4,Research Lab,5,Yes,3,Emergency Medicine Specialist
30,Male,USA,Rural,69.14,82.1,91.64,80.96,93.57,BPharm,Top Tier,Public,53.24,5,5,6,5,6,10,10,0,2,2,6,5,7,2,4,Research Lab,6,No,1,General Physician
47,Male,India,Urban,65.42,96.55,87.76,97.84,84.18,MBBS,Mid Tier,Private,77.59,5,5,4,9,9,5,1,3,3,0,3,8,8,1,5,Clinic,6,No,1,Medical Researcher
23,Female,UK,Urban,88.49,64.98,73.2,96.45,54.34,BDS,Low Tier,Private,71.41,6,7,5,5,5,11,5,17,7,0,5,4,7,6,2,Clinic,1,Yes,7,Anesthesiologist
30,Female,UK,Urban,85.14,83.62,73.22,90.79,99.57,BDS,Top Tier,Private,59.17,7,6,8,6,7,8,6,1,2,4,7,9,3,9,6,Clinic,3,No,4,Emergency Medicine Specialist
30,Female,Canada,Rural,79.91,89.27,73.92,67.39,87.36,BSc Nursing,Low Tier,Public,71.85,7,6,9,5,8,12,10,2,0,3,2,7,2,7,1,Clinic,2,Yes,8,Dentist
38,Female,Canada,Urban,76.93,65.39,61.51,68.55,71.32,MBBS,Top Tier,Public,85.99,7,7,8,8,5,10,13,12,2,4,9,2,3,6,2,Clinic,8,No,9,Surgeon
22,Female,Australia,Rural,72.89,80.53,97.72,70.74,90.68,BSc Nursing,Top Tier,Public,88.07,6,5,7,9,5,5,1,12,6,2,6,5,2,6,1,Clinic,4,Yes,6,Medical Researcher
46,Female,Canada,Rural,63.52,63.55,67.83,93.37,79.43,BDS,Top Tier,Private,96.09,5,7,8,9,7,9,1,14,7,4,9,2,4,4,7,Research Lab,8,No,3,Surgeon
46,Female,Germany,Rural,71.97,82.33,66.37,85.92,80.14,BSc Biotech,Top Tier,Public,84.87,5,7,5,9,8,6,19,5,8,2,1,7,8,9,6,Hospital,7,No,2,Emergency Medicine Specialist
56,Female,Germany,Rural,93.54,77.68,82.09,67.02,98.57,BSc Nursing,Top Tier,Private,99.82,6,9,7,6,7,10,18,0,6,2,4,7,5,6,1,Clinic,5,No,1,Psychiatrist
24,Female,Australia,Urban,91.35,70.59,61.9,78.33,90.06,BSc Biotech,Top Tier,Private,64.31,6,9,7,6,7,9,4,9,0,0,8,5,8,2,4,Clinic,4,Yes,4,Cardiologist
58,Male,USA,Urban,98.89,94.12,93.51,99,63.11,MBBS,Mid Tier,Private,57.73,9,7,6,9,8,14,7,11,9,4,5,4,7,4,3,Hospital,1,No,3,Cardiologist
51,Female,India,Urban,86.24,75.27,95.05,89.29,58.76,BDS,Top Tier,Public,54.87,9,7,9,5,8,8,14,15,7,1,1,8,5,2,5,Clinic,4,No,8,Nurse
59,Male,UK,Urban,82.15,87.99,75.91,97.37,58.62,BSc Nursing,Mid Tier,Public,79.23,8,6,9,9,9,6,14,1,2,4,9,3,6,9,2,Pharma Industry,2,Yes,6,Surgeon
55,Male,USA,Urban,71.84,91.63,98.86,92.35,72.73,BSc Nursing,Low Tier,Public,67.32,9,9,5,6,5,7,10,2,5,1,7,2,2,3,4,Hospital,8,No,8,Cardiologist
33,Female,Germany,Urban,63.07,67.15,72.97,89,69.43,BSc Nursing,Top Tier,Public,60.16,6,9,6,5,9,8,19,23,2,1,6,2,7,3,5,Pharma Industry,7,No,1,General Physician
40,Female,USA,Urban,84.72,64.76,70.41,93.2,72.64,MBBS,Mid Tier,Public,60.65,6,8,3,7,7,14,12,3,8,4,2,6,8,8,8,Pharma Industry,3,No,6,Emergency Medicine Specialist
58,Female,Australia,Urban,79.53,60.31,99.59,87.7,53.13,MBBS,Top Tier,Private,67.35,6,7,6,5,6,13,23,4,8,3,7,2,8,9,6,Pharma Industry,6,Yes,2,Emergency Medicine Specialist
38,Male,India,Urban,90.36,72.23,70.01,82.69,60.1,BPharm,Mid Tier,Private,84.31,5,8,9,6,9,11,16,14,8,0,9,2,9,5,7,Research Lab,1,Yes,2,Surgeon
31,Male,Germany,Urban,76.47,92.64,77.77,89.44,89.88,BSc Nursing,Mid Tier,Private,80.07,6,7,4,5,8,7,22,3,4,3,7,4,9,7,6,Clinic,3,No,2,Medical Researcher
33,Male,Australia,Urban,99.42,90.91,84.47,69.18,87.88,MBBS,Low Tier,Private,89.63,5,9,6,8,6,6,10,3,2,4,7,7,7,8,7,Research Lab,9,No,9,Emergency Medicine Specialist
37,Male,USA,Urban,75.9,94.87,72.9,79.61,69.67,BDS,Low Tier,Public,65.9,5,6,9,6,6,5,14,15,4,1,6,5,5,1,9,Pharma Industry,8,No,7,Orthopedic Doctor
45,Male,UK,Urban,73.32,90.42,75.37,98.06,69.52,MBBS,Top Tier,Private,85.71,5,7,9,9,9,6,15,1,7,1,3,2,5,8,4,Hospital,5,No,5,Emergency Medicine Specialist
40,Male,Canada,Rural,94.84,60.96,88.83,92.34,94.19,MBBS,Mid Tier,Public,93.5,9,7,8,6,7,7,21,8,6,4,8,7,6,4,7,Research Lab,5,No,2,Surgeon
29,Male,Australia,Urban,75.82,75.42,88.92,97.05,59.09,BSc Nursing,Top Tier,Public,91.92,7,7,5,5,6,9,18,11,0,2,3,9,9,1,5,Clinic,7,No,7,Dentist
52,Male,Germany,Rural,94.84,60.24,92.14,98.7,67.86,BSc Biotech,Mid Tier,Public,82.95,6,8,9,7,5,8,17,15,5,2,3,2,9,7,6,Pharma Industry,6,No,5,Pediatrician
42,Male,USA,Urban,61.09,61.44,83.75,83.49,88.17,BDS,Low Tier,Private,92.47,5,8,5,9,9,13,8,4,8,4,5,1,1,3,1,Clinic,6,No,8,Pediatrician
38,Female,Canada,Urban,87.7,79.14,69.34,67.85,78.73,BSc Biotech,Top Tier,Public,54.41,6,7,6,5,8,6,21,21,1,2,7,6,6,8,4,Clinic,5,No,4,Emergency Medicine Specialist
44,Male,Canada,Urban,62.87,74.4,73.32,89.64,53.01,BPharm,Mid Tier,Private,73.86,9,6,5,5,5,9,0,22,2,1,7,6,2,1,5,Clinic,6,No,9,Dermatologist
58,Female,USA,Urban,65.93,82.34,96.03,60.29,50.59,BSc Nursing,Top Tier,Private,64.03,6,5,4,5,8,10,18,13,9,3,2,8,1,7,3,Research Lab,8,Yes,6,Anesthesiologist
37,Female,India,Urban,88,62.65,89.35,63.57,50.96,BSc Biotech,Low Tier,Private,74.46,7,5,3,5,7,13,6,22,1,0,5,5,4,4,3,Pharma Industry,3,No,3,General Physician
27,Male,USA,Rural,71.59,83.53,63.52,71.44,82.8,MBBS,Top Tier,Public,56.33,7,9,3,7,8,14,2,7,6,1,1,2,3,6,3,Research Lab,5,No,3,Pediatrician
29,Female,Germany,Rural,68.42,62.6,90.14,60.61,81.12,MBBS,Top Tier,Public,55.53,6,8,5,6,8,12,14,22,4,0,9,4,6,2,4,Hospital,1,No,5,Dentist
46,Female,UK,Rural,92.06,76.95,73.23,87.33,52.23,BPharm,Top Tier,Public,55.51,6,6,5,7,7,5,7,23,4,3,7,7,6,7,4,Clinic,8,No,7,Neurologist
39,Female,Germany,Urban,97.85,74.09,60.93,92.66,56.6,BPharm,Mid Tier,Public,54.59,7,9,3,6,6,8,13,14,1,3,8,7,5,3,4,Hospital,6,No,1,Radiologist
46,Male,Canada,Urban,69.3,68.96,79.35,90.15,86.13,BDS,Mid Tier,Public,74.38,5,7,9,9,7,6,8,13,2,2,4,6,7,9,8,Hospital,6,Yes,4,Psychiatrist
33,Female,UK,Urban,72.69,72.48,95.34,65.78,65.48,BDS,Top Tier,Private,55.97,5,7,4,5,6,7,6,19,9,1,9,7,6,4,3,Research Lab,1,No,6,Neurologist
36,Female,Australia,Urban,88.56,60.02,77.77,92.16,99.58,BSc Nursing,Mid Tier,Private,91.96,5,9,6,5,5,14,10,16,2,0,9,7,1,2,5,Research Lab,3,No,2,Radiologist
47,Male,Canada,Rural,92.61,72.96,99.55,93.14,65.62,BPharm,Mid Tier,Private,64.34,5,7,3,5,7,13,6,16,2,2,7,5,9,9,2,Hospital,3,No,6,Emergency Medicine Specialist
47,Male,India,Urban,99.97,63.14,67.12,63.86,66.78,BSc Nursing,Top Tier,Public,97.9,8,6,3,8,9,12,7,6,1,4,5,3,4,1,6,Clinic,3,No,4,Surgeon
53,Male,USA,Rural,70.93,96.85,74.04,79.7,70.97,BSc Biotech,Mid Tier,Public,78.36,5,8,3,5,5,9,19,18,1,0,3,6,3,3,5,Clinic,9,No,8,Dentist
31,Female,Australia,Urban,82.26,62.97,60.66,87.53,91.38,BDS,Low Tier,Public,81.67,8,8,5,8,8,11,1,19,0,3,8,5,9,6,1,Clinic,7,No,2,Medical Researcher
37,Male,Germany,Urban,65.36,98.12,62.01,76.27,77.86,BSc Nursing,Top Tier,Private,81.13,5,9,5,7,5,6,5,10,3,0,7,1,4,5,1,Clinic,3,Yes,6,Dermatologist
28,Female,UK,Rural,73.23,79.66,74.17,95.57,92.86,BPharm,Top Tier,Public,66.67,8,9,8,6,9,14,20,12,8,3,8,3,8,4,2,Clinic,7,No,4,Surgeon
38,Male,Australia,Rural,61.8,80.53,81.14,81.17,71.36,BSc Biotech,Top Tier,Public,93.48,5,8,7,8,8,7,13,14,4,3,9,7,7,1,9,Research Lab,5,No,3,Psychiatrist
44,Female,India,Urban,68.43,91.53,69.48,64.88,80.41,BDS,Top Tier,Private,99.63,5,5,3,7,6,14,6,23,5,3,6,4,2,7,5,Hospital,8,No,9,Psychiatrist
47,Male,USA,Urban,80.26,87.82,66.66,81.22,50.23,BSc Nursing,Mid Tier,Private,58.08,7,8,5,9,7,14,15,10,6,2,1,3,9,5,8,Clinic,2,No,4,Psychiatrist
42,Male,Australia,Urban,66.55,69.48,76.83,83.1,78.78,BPharm,Top Tier,Public,74.61,9,8,3,6,5,12,11,23,8,0,9,9,8,9,1,Research Lab,1,Yes,2,General Physician
43,Female,Germany,Urban,95.58,61.02,66.83,98.15,54.03,BSc Nursing,Top Tier,Private,75.17,7,9,6,8,9,12,10,23,2,4,3,2,7,8,2,Research Lab,2,No,4,Emergency Medicine Specialist
28,Male,UK,Rural,88.41,91.14,85.24,76.88,59.65,BDS,Top Tier,Public,89.12,9,7,5,7,9,9,7,11,3,2,9,4,6,2,9,Pharma Industry,4,Yes,5,Cardiologist
35,Male,Australia,Urban,61.11,65.19,98.21,95.72,99.88,BSc Biotech,Mid Tier,Public,71.52,6,8,3,9,9,9,12,14,5,1,8,9,6,3,1,Clinic,9,Yes,8,General Physician
36,Male,USA,Urban,95.07,83.93,92.26,72.8,81.86,MBBS,Mid Tier,Public,83.87,8,9,9,6,7,12,4,9,3,3,8,5,2,6,5,Hospital,4,Yes,2,Surgeon
28,Female,Germany,Urban,99.09,97.71,68.61,78.09,93.46,BSc Biotech,Mid Tier,Private,67.93,9,8,5,8,5,14,8,20,3,0,3,6,6,3,9,Hospital,4,Yes,5,Psychiatrist
30,Female,Australia,Urban,80.07,81.98,98.05,87.01,52.87,BSc Nursing,Mid Tier,Private,53.1,9,6,9,6,8,12,19,22,8,4,7,5,9,1,9,Pharma Industry,7,No,7,Medical Researcher
29,Female,UK,Urban,72.58,71.42,90.05,95.42,69.23,BSc Nursing,Mid Tier,Public,72.99,7,7,8,6,8,7,5,5,9,3,2,5,3,3,2,Clinic,1,No,1,Pediatrician
44,Male,USA,Rural,70.54,67.15,66.2,90.96,93.12,MBBS,Mid Tier,Public,87.73,7,9,4,9,9,14,3,8,2,2,5,6,3,1,4,Hospital,2,No,8,Anesthesiologist
50,Male,India,Urban,63.5,61.08,83.18,66.22,70.54,BSc Nursing,Mid Tier,Public,82.37,6,6,4,8,8,7,1,13,8,1,8,6,2,6,5,Pharma Industry,5,No,8,Nurse
39,Female,India,Rural,79.66,84.93,98.66,67.75,62.68,BSc Biotech,Low Tier,Public,76.31,8,6,6,9,5,8,22,4,8,1,9,1,2,3,2,Clinic,5,No,4,Medical Researcher
52,Female,Canada,Urban,62.01,82.32,63.87,62.73,74.05,BDS,Top Tier,Public,95.68,8,9,7,9,8,5,16,10,8,2,2,9,7,7,5,Pharma Industry,9,No,4,General Physician
51,Male,Australia,Rural,80.15,78.47,70.84,84.86,73.55,BSc Biotech,Top Tier,Private,74.09,5,9,6,6,7,6,21,11,0,3,6,7,3,6,4,Research Lab,1,No,2,Emergency Medicine Specialist
56,Male,UK,Rural,70.1,67.75,74.96,77.61,99.53,BSc Biotech,Mid Tier,Private,68.12,7,6,8,5,7,10,3,17,7,0,3,9,3,4,9,Hospital,1,Yes,9,Cardiologist
39,Male,Australia,Urban,79.06,69.47,64.62,95.03,67.73,BSc Biotech,Low Tier,Public,69.81,8,9,3,5,7,11,0,2,1,0,5,3,1,2,2,Pharma Industry,8,No,2,Pediatrician
38,Female,USA,Urban,76.74,98.34,71.97,99.58,97.87,BDS,Low Tier,Public,86.19,7,6,4,9,8,5,18,0,7,3,7,3,7,1,3,Clinic,9,No,6,Pediatrician
35,Male,Canada,Urban,72.2,60.82,87.69,95.14,95.6,BSc Nursing,Top Tier,Private,66.45,6,5,8,8,5,6,10,0,3,1,6,4,9,9,8,Pharma Industry,1,No,6,Psychiatrist
52,Female,UK,Urban,77.95,74.54,79.09,61.86,72.48,BSc Biotech,Top Tier,Public,82.01,7,7,5,6,7,10,8,0,3,2,5,2,3,8,3,Clinic,5,Yes,7,Emergency Medicine Specialist
45,Male,Australia,Rural,78.96,61.55,76.84,97.77,97.25,BDS,Mid Tier,Public,69.29,6,5,3,9,9,5,12,21,7,1,5,2,8,7,5,Research Lab,7,Yes,9,Medical Researcher
56,Male,UK,Urban,93.35,67.66,77.28,64.12,86.44,BSc Nursing,Low Tier,Private,78.79,6,6,8,8,9,11,14,4,7,2,8,3,8,5,5,Research Lab,8,No,9,Surgeon
55,Male,USA,Urban,86.63,97.33,90.39,77.89,94.25,BDS,Top Tier,Public,61.48,9,9,8,5,9,13,16,5,8,4,4,6,7,7,9,Research Lab,3,Yes,2,Cardiologist
24,Male,Canada,Urban,77.33,65.98,99.65,71.89,94.59,BDS,Mid Tier,Public,59.94,9,8,3,9,8,9,17,12,3,0,9,6,9,2,6,Clinic,5,No,1,Medical Researcher
58,Male,UK,Urban,96.21,84.03,83.55,66.26,54.27,BSc Biotech,Mid Tier,Private,77.02,6,7,8,7,9,6,12,2,2,0,5,8,7,4,9,Pharma Industry,6,Yes,4,Neurologist
