Creativity Score,Adobe Photoshop Proficiency,Adobe Illustrator Proficiency,Adobe After Effects Proficiency,3D Modeling Skill,UI/UX Knowledge,Video Editing Skill,Game Design Knowledge,Sketching/Drawing Skill,Typography Skill,Color Theory Knowledge,Branding Knowledge,Web Development Knowledge,Fashion Design Knowledge,Interior Design Knowledge,Product Design Knowledge,Illustration Skill,Animation Skill,Years of Experience,Preferred Design Style,Career Role
9,7,5,2,7,5,2,2,9,3,4,5,3,3,1,4,7,2,1,Realistic,Concept Artist
8,9,9,5,4,3,2,3,3,9,7,8,3,3,1,3,4,5,8,Realistic,Branding & Identity Designer
6,5,5,4,2,6,3,2,3,6,5,3,3,2,9,2,5,2,4,Realistic,Interior Designer
8,8,7,5,3,4,4,4,4,8,9,7,2,3,2,4,3,5,9,Abstract,Branding & Identity Designer
6,4,6,8,3,3,8,5,2,4,3,5,1,2,2,4,4,4,10,Modern,Video Editor
5,4,3,5,2,6,4,1,5,5,4,4,3,2,9,3,4,2,2,Cartoon,Interior Designer
6,7,5,2,5,2,3,5,3,5,6,4,3,3,9,4,3,5,8,Minimalist,Interior Designer
8,9,7,6,3,6,5,4,4,9,9,4,1,1,2,2,5,3,8,Minimalist,Graphic Designer
9,3,7,8,8,5,7,2,5,3,6,2,4,2,2,3,5,9,8,Classic,Animator
8,6,4,6,9,5,4,8,2,5,5,4,3,1,1,3,3,4,10,Futuristic,Game Designer
5,3,5,3,5,6,3,3,8,3,9,5,2,8,1,3,4,5,3,Modern,Fashion Designer
5,7,6,4,3,3,2,4,7,4,7,3,1,8,1,2,3,5,6,Abstract,Fashion Designer
5,5,4,5,5,2,2,2,5,6,3,5,4,1,1,9,3,5,6,Modern,Product Designer
7,6,5,9,9,4,7,4,2,4,3,2,3,2,2,3,3,9,8,Realistic,Animator
5,5,4,5,5,5,3,1,3,6,5,5,2,1,2,4,5,5,2,Modern,Packaging Designer
7,7,6,5,7,5,4,7,4,5,5,3,1,2,2,4,3,5,6,Abstract,Game Designer
9,5,7,5,8,2,4,4,9,5,5,2,1,1,2,3,7,5,3,Modern,Concept Artist
6,3,7,6,1,2,2,5,9,6,7,5,2,3,2,1,7,4,1,Futuristic,Illustration Artist
8,6,3,8,5,2,8,1,5,6,6,4,2,1,1,2,4,7,9,Modern,Motion Graphics Designer
8,5,4,3,9,3,2,8,4,5,6,3,3,2,1,1,5,3,2,Modern,Game Designer
5,9,5,6,2,9,2,1,5,4,5,4,7,2,2,1,5,4,1,Modern,Web Designer
5,6,3,3,3,4,2,3,2,5,5,4,1,2,7,4,3,2,1,Cartoon,Interior Designer
8,3,7,5,2,5,2,1,7,6,9,6,4,1,2,1,9,2,10,Modern,Illustration Artist
6,5,4,8,5,2,9,4,2,3,3,5,2,2,3,2,3,8,4,Cartoon,Motion Graphics Designer
8,9,5,2,4,9,5,3,2,4,5,4,9,3,3,3,5,5,7,Minimalist,Web Designer
6,5,4,6,7,6,5,9,2,5,4,2,2,2,3,1,4,2,2,Realistic,Game Designer
5,7,5,4,3,2,2,3,2,4,5,8,2,3,2,4,5,3,5,Minimalist,Art Director
6,5,4,3,7,6,4,4,9,6,4,6,1,2,3,1,9,5,8,Modern,Concept Artist
5,6,5,8,2,6,9,1,4,5,4,3,3,1,2,2,5,9,1,Futuristic,Motion Graphics Designer
5,4,5,3,3,6,4,3,5,4,3,2,4,1,3,4,3,3,5,Classic,Packaging Designer
8,9,3,4,3,8,4,1,5,5,6,3,8,3,1,4,5,5,8,Classic,Web Designer
6,5,7,4,1,4,4,1,2,4,6,7,4,3,2,4,3,2,10,Minimalist,Art Director
6,4,5,6,4,5,2,5,3,3,5,6,3,3,1,9,4,4,10,Cartoon,Product Designer
6,6,4,7,2,3,9,4,3,5,5,5,4,3,1,4,3,9,5,Classic,Motion Graphics Designer
7,8,9,4,3,2,2,5,3,7,9,7,1,1,1,4,5,2,6,Futuristic,Branding & Identity Designer
5,6,7,3,3,4,3,5,5,3,6,5,2,3,2,9,5,5,5,Modern,Product Designer
6,3,5,8,5,6,7,2,2,6,4,5,2,1,1,2,5,3,8,Classic,Video Editor
8,7,7,5,1,4,4,1,2,7,8,2,3,3,3,2,5,3,4,Modern,Graphic Designer
5,6,7,6,3,2,4,1,8,5,9,6,1,8,2,3,4,4,7,Abstract,Fashion Designer
8,3,5,3,1,4,2,5,4,4,4,2,2,3,9,4,4,3,9,Classic,Interior Designer
9,4,7,4,3,3,2,1,7,5,7,3,4,2,3,4,8,3,4,Modern,Illustration Artist
4,7,8,3,1,3,2,1,2,9,9,7,3,2,3,3,3,5,10,Futuristic,Branding & Identity Designer
8,5,3,6,9,6,5,3,8,5,6,5,2,2,1,4,7,2,2,Abstract,Concept Artist
6,7,5,5,2,9,3,4,2,3,5,2,8,2,1,1,3,4,7,Classic,Web Designer
5,7,7,9,2,5,8,2,5,6,6,5,2,2,3,3,5,3,1,Minimalist,Video Editor
6,3,3,6,2,4,4,2,5,4,3,5,2,2,2,7,5,5,9,Classic,Product Designer
5,5,5,6,3,8,5,4,2,6,5,4,9,3,2,4,3,4,10,Abstract,UX/UI Designer
7,8,7,5,5,6,4,3,2,9,7,6,3,3,1,2,3,3,6,Cartoon,Graphic Designer
4,3,3,5,7,6,4,9,4,3,6,2,1,2,2,4,5,5,2,Cartoon,Game Designer
7,4,3,9,8,6,7,3,2,5,4,4,1,3,3,2,3,9,2,Cartoon,Animator
7,4,8,4,5,6,2,5,9,4,7,3,1,3,1,3,8,4,6,Abstract,Illustration Artist
8,7,3,3,8,4,4,3,8,4,6,4,4,2,2,4,7,4,4,Modern,Concept Artist
7,7,8,3,3,2,3,5,2,7,7,7,3,3,1,4,5,3,5,Modern,Branding & Identity Designer
6,4,4,3,1,4,4,3,4,6,5,5,3,3,3,1,3,4,3,Cartoon,Packaging Designer
7,9,5,4,5,8,4,3,4,4,6,4,8,3,2,2,5,2,8,Futuristic,Web Designer
6,5,8,5,4,5,2,3,7,6,7,2,3,2,3,2,9,3,10,Classic,Illustration Artist
6,8,7,5,4,2,5,2,3,8,9,3,4,1,1,3,3,4,6,Classic,Graphic Designer
6,3,3,8,9,5,7,4,5,3,3,6,2,3,1,1,5,8,2,Modern,Animator
5,3,5,9,2,4,7,1,4,4,3,5,3,3,1,2,4,3,4,Modern,Video Editor
8,5,5,6,9,6,2,8,2,4,5,2,1,3,3,1,3,2,4,Classic,Game Designer
8,6,6,6,3,3,5,1,7,4,9,4,4,9,2,3,5,5,5,Modern,Fashion Designer
7,3,6,5,8,4,2,2,9,3,6,5,2,2,1,3,9,5,3,Realistic,Concept Artist
8,3,3,9,8,2,8,2,3,6,5,6,1,3,1,2,4,7,5,Cartoon,Animator
6,5,4,6,3,3,2,5,2,5,5,5,3,1,1,2,4,5,10,Modern,Packaging Designer
7,3,4,2,9,2,3,8,4,5,4,3,4,1,2,1,4,2,8,Modern,Game Designer
5,3,7,4,8,6,5,8,5,5,3,3,1,3,3,3,4,3,10,Classic,Game Designer
7,8,9,4,1,5,5,2,2,8,8,9,4,1,3,4,4,2,2,Futuristic,Branding & Identity Designer
8,4,9,5,4,3,2,2,9,4,9,5,3,1,3,1,9,5,3,Classic,Illustration Artist
7,6,6,5,4,4,2,4,2,3,4,8,1,3,2,2,3,3,9,Futuristic,Art Director
9,4,9,2,4,6,5,4,8,6,9,4,4,2,2,2,9,4,5,Realistic,Illustration Artist
5,6,4,6,4,3,5,3,3,6,5,2,1,2,2,9,3,2,5,Cartoon,Product Designer
8,4,5,7,2,5,8,4,5,3,4,4,4,3,1,3,4,4,2,Abstract,Video Editor
7,3,3,8,4,4,8,1,5,4,6,4,3,2,3,3,3,8,5,Modern,Motion Graphics Designer
4,5,6,7,2,2,8,2,2,3,3,6,4,3,1,1,4,8,5,Abstract,Motion Graphics Designer
4,6,3,8,1,5,8,4,3,3,4,2,4,3,3,3,4,9,10,Futuristic,Motion Graphics Designer
8,4,6,9,4,5,8,4,5,3,6,5,2,3,1,2,5,7,6,Classic,Motion Graphics Designer
8,6,7,7,1,5,8,1,5,3,6,3,3,1,2,2,5,3,6,Classic,Video Editor
9,3,8,6,1,6,5,4,8,4,8,2,2,3,1,3,9,4,9,Cartoon,Illustration Artist
6,3,6,3,8,6,4,7,5,4,6,5,2,1,2,3,3,4,8,Cartoon,Game Designer
5,7,5,6,9,2,2,9,5,4,4,4,3,3,3,3,4,3,1,Modern,Game Designer
5,4,6,3,2,6,2,4,4,6,6,2,2,2,1,3,4,4,10,Futuristic,Packaging Designer
8,6,8,4,3,5,4,5,9,6,7,6,3,1,1,1,8,4,7,Realistic,Illustration Artist
8,3,6,8,1,5,7,5,4,4,3,4,4,3,2,1,3,7,1,Minimalist,Motion Graphics Designer
6,7,3,3,3,5,3,2,2,3,6,6,3,3,1,7,5,3,4,Classic,Product Designer
4,3,7,3,1,3,4,3,5,6,3,4,2,2,8,1,3,3,2,Cartoon,Interior Designer
5,5,4,2,4,2,2,5,5,3,4,3,4,3,2,1,4,3,1,Cartoon,Packaging Designer
7,9,5,4,4,7,4,5,2,3,5,4,7,3,2,3,3,2,9,Realistic,Web Designer
5,7,7,4,2,6,2,1,5,8,9,8,3,1,3,3,5,3,3,Futuristic,Branding & Identity Designer
7,7,7,7,8,2,9,5,3,3,5,3,1,1,3,3,3,7,10,Realistic,Animator
4,9,8,6,1,2,3,5,5,8,9,2,4,2,3,3,3,3,1,Realistic,Graphic Designer
6,5,8,6,1,3,2,4,8,5,9,6,4,3,1,4,7,3,1,Minimalist,Illustration Artist
5,6,6,2,8,5,5,9,5,3,4,5,1,2,2,1,3,4,7,Cartoon,Game Designer
4,5,4,6,5,6,5,3,3,3,5,8,1,1,1,2,5,2,10,Realistic,Art Director
6,5,7,5,2,6,5,3,8,5,7,4,2,2,2,2,7,4,10,Cartoon,Illustration Artist
7,7,4,9,4,5,8,1,5,3,5,3,2,2,2,1,4,2,8,Abstract,Video Editor
6,7,3,6,2,7,2,5,5,3,5,6,7,1,1,1,4,5,6,Modern,Web Designer
4,6,6,7,1,5,8,4,3,6,5,4,2,2,1,4,5,7,10,Modern,Motion Graphics Designer
8,7,8,5,4,3,5,5,7,3,9,6,4,1,2,3,9,3,2,Realistic,Illustration Artist
7,7,3,7,7,2,9,3,5,5,4,6,3,1,1,4,5,9,9,Minimalist,Animator
7,4,5,2,3,6,3,3,4,4,4,6,4,1,1,7,4,5,1,Classic,Product Designer
6,3,6,5,2,6,5,2,5,6,6,6,3,2,3,7,4,4,10,Abstract,Product Designer
7,4,7,9,1,4,7,2,4,6,5,4,1,2,3,1,5,3,5,Minimalist,Video Editor
8,4,3,3,2,5,4,5,2,6,4,8,2,1,3,4,3,4,2,Modern,Art Director
4,6,6,7,4,4,7,2,2,4,5,5,4,3,1,4,3,5,2,Classic,Video Editor
7,4,6,7,2,5,7,5,4,5,3,4,2,1,3,1,5,2,2,Minimalist,Video Editor
7,7,4,4,3,7,3,4,2,5,6,6,7,2,2,3,4,2,4,Cartoon,UX/UI Designer
5,7,6,2,9,4,3,8,5,6,4,5,4,3,1,1,4,4,6,Classic,Game Designer
5,5,7,6,5,2,4,1,8,4,7,5,3,9,2,3,5,2,7,Minimalist,Fashion Designer
8,6,4,2,1,6,3,3,5,4,3,8,4,2,1,4,5,4,4,Futuristic,Art Director
7,6,3,9,8,6,7,5,3,4,5,3,1,2,2,4,5,7,3,Minimalist,Animator
8,5,7,6,3,3,3,5,3,3,5,2,2,1,8,1,5,5,2,Abstract,Interior Designer
9,4,3,2,7,6,2,4,9,6,3,5,4,2,3,3,7,3,10,Classic,Concept Artist
5,6,5,2,3,5,2,2,5,4,4,5,2,3,1,2,4,2,5,Cartoon,Packaging Designer
8,3,7,5,1,2,2,4,8,4,7,2,2,8,2,1,4,3,4,Classic,Fashion Designer
8,7,4,7,4,4,7,4,4,4,4,5,4,2,1,1,5,5,3,Futuristic,Video Editor
8,7,7,7,4,4,8,1,3,6,4,2,4,2,3,1,3,8,8,Realistic,Motion Graphics Designer
4,7,6,8,1,6,9,4,2,6,3,4,2,1,3,3,3,7,5,Classic,Motion Graphics Designer
5,7,9,4,4,2,4,4,3,7,7,2,3,1,2,3,3,4,8,Futuristic,Graphic Designer
6,6,4,6,1,8,3,3,2,5,4,3,7,3,2,4,5,2,7,Classic,UX/UI Designer
4,4,7,6,4,5,3,1,2,4,6,6,1,3,1,7,3,3,8,Abstract,Product Designer
8,6,4,6,1,6,2,1,2,3,4,4,2,1,9,3,3,2,10,Classic,Interior Designer
8,5,7,2,4,6,2,5,8,4,7,5,3,3,1,3,9,4,3,Futuristic,Illustration Artist
7,4,6,3,4,6,4,2,3,5,4,5,1,1,3,4,3,5,10,Minimalist,Packaging Designer
6,7,3,5,2,6,4,1,5,3,3,5,4,3,1,4,4,5,7,Abstract,Packaging Designer
8,3,4,4,8,4,2,2,8,5,6,5,3,3,1,3,8,4,1,Futuristic,Concept Artist
8,5,6,9,7,4,8,4,5,6,5,3,3,2,2,3,5,7,1,Minimalist,Animator
5,8,5,6,1,9,4,3,4,3,5,6,9,1,1,3,5,3,2,Cartoon,Web Designer
4,7,8,2,2,5,4,5,4,7,9,7,1,2,2,4,4,2,2,Cartoon,Branding & Identity Designer
7,4,3,7,8,3,7,4,2,4,6,5,2,1,2,4,3,9,10,Classic,Animator
6,7,5,3,3,9,2,2,2,5,6,6,7,3,2,1,5,4,9,Realistic,Web Designer
7,5,6,4,3,3,2,3,2,4,3,3,1,1,3,1,5,4,1,Minimalist,Packaging Designer
4,9,9,3,5,5,4,2,3,8,9,2,3,3,2,3,5,3,8,Realistic,Graphic Designer
7,4,6,6,1,2,2,5,3,4,3,2,1,2,2,9,5,4,7,Modern,Product Designer
7,4,4,3,2,7,4,2,3,6,5,3,7,2,3,1,3,4,3,Realistic,UX/UI Designer
4,4,7,9,2,2,8,4,3,6,4,4,1,1,1,4,4,9,9,Cartoon,Motion Graphics Designer
6,3,4,2,5,5,5,4,2,5,4,7,2,3,1,1,5,4,3,Modern,Art Director
8,6,6,4,2,4,2,5,2,6,3,6,1,2,8,2,5,4,2,Cartoon,Interior Designer
6,4,7,6,3,6,2,2,2,6,6,4,3,1,2,3,5,2,9,Abstract,Packaging Designer
7,7,5,4,1,9,4,5,3,6,4,2,9,1,3,4,3,5,10,Modern,Web Designer
8,6,3,3,3,3,3,3,7,6,8,3,1,8,1,2,5,3,5,Realistic,Fashion Designer
8,6,7,9,5,2,9,5,2,5,6,5,4,2,1,1,4,2,1,Futuristic,Video Editor
8,3,4,4,5,8,4,4,3,6,3,2,8,2,3,4,4,4,10,Realistic,UX/UI Designer
7,6,6,8,7,6,7,4,4,6,5,6,1,2,2,3,5,8,3,Classic,Animator
8,4,4,5,2,5,2,2,8,6,8,3,1,8,1,1,3,4,9,Classic,Fashion Designer
6,4,5,7,1,2,9,4,3,5,4,5,2,3,1,1,3,8,2,Classic,Motion Graphics Designer
8,7,3,8,9,3,7,2,3,3,3,4,3,1,1,4,5,8,9,Minimalist,Animator
7,6,9,6,2,2,4,4,7,3,7,6,1,3,2,4,9,5,5,Realistic,Illustration Artist
6,9,7,2,1,5,3,1,2,7,9,7,1,1,2,1,5,4,1,Realistic,Branding & Identity Designer
8,5,4,3,5,5,4,5,3,3,3,5,1,3,2,8,4,5,3,Classic,Product Designer
6,9,9,5,4,5,3,1,3,7,7,8,1,1,2,2,5,3,8,Abstract,Branding & Identity Designer
6,4,3,8,7,3,9,3,3,3,5,5,1,2,3,3,3,9,9,Modern,Animator
5,7,7,6,2,8,2,5,2,4,6,2,7,3,2,4,4,5,9,Classic,Web Designer
6,7,4,4,5,4,5,2,3,6,3,5,4,1,1,4,3,3,1,Cartoon,Packaging Designer
6,8,7,5,2,7,5,1,4,6,4,5,8,2,3,3,4,5,1,Cartoon,Web Designer
7,5,7,3,5,6,4,1,4,6,6,6,1,1,7,2,4,5,10,Realistic,Interior Designer
4,6,3,3,3,9,3,5,4,5,4,4,9,3,1,1,4,2,7,Cartoon,UX/UI Designer
4,5,6,6,5,6,5,1,3,3,6,8,3,2,3,2,4,4,6,Minimalist,Art Director
8,3,4,7,8,6,9,4,2,3,3,3,1,3,3,4,5,7,2,Abstract,Animator
6,6,3,5,5,2,4,2,9,3,9,2,1,7,2,2,5,3,4,Realistic,Fashion Designer
7,7,7,4,4,2,5,2,5,3,3,4,2,3,1,4,5,4,1,Abstract,Packaging Designer
8,9,8,6,2,3,4,1,4,9,9,6,4,3,3,1,3,2,9,Realistic,Graphic Designer
7,4,6,4,8,4,5,2,7,5,6,5,3,1,2,2,7,3,4,Abstract,Concept Artist
5,5,3,5,3,3,4,2,9,5,8,2,1,8,2,2,4,3,9,Futuristic,Fashion Designer
8,7,3,8,5,2,7,5,4,6,5,5,3,2,2,3,5,9,9,Realistic,Motion Graphics Designer
5,3,6,7,1,2,7,1,4,3,5,3,2,2,3,1,4,7,8,Modern,Motion Graphics Designer
8,3,7,3,1,4,3,4,8,6,8,3,3,3,1,3,7,2,6,Modern,Illustration Artist
8,8,7,4,4,6,4,3,3,8,8,5,4,1,2,3,5,3,8,Realistic,Graphic Designer
5,5,3,5,3,3,5,5,2,4,5,8,2,1,1,4,4,3,9,Realistic,Art Director
6,5,8,5,4,2,4,1,7,3,8,5,3,1,2,2,8,2,1,Abstract,Illustration Artist
4,8,7,2,4,6,4,5,2,7,7,5,4,1,3,3,4,2,4,Classic,Graphic Designer
6,4,3,6,2,9,5,3,3,3,6,2,7,1,1,3,4,4,9,Cartoon,UX/UI Designer
4,7,7,9,3,5,7,5,2,6,5,6,1,1,1,3,3,7,9,Abstract,Motion Graphics Designer
6,6,6,2,8,4,2,3,7,4,3,4,4,3,1,3,8,5,4,Classic,Concept Artist
4,4,7,6,1,5,2,4,3,4,4,4,3,1,7,2,3,4,5,Classic,Interior Designer
4,8,8,2,1,2,3,5,2,7,7,9,3,3,2,1,3,2,5,Realistic,Branding & Identity Designer
9,6,8,2,4,5,4,4,8,6,8,2,2,1,3,1,8,2,5,Minimalist,Illustration Artist
4,4,6,5,1,2,4,5,3,6,4,9,1,3,1,4,3,3,4,Realistic,Art Director
6,4,3,4,9,2,5,9,4,6,3,3,2,2,1,1,5,4,5,Modern,Game Designer
8,6,6,8,1,2,9,5,3,4,6,4,3,1,3,2,5,4,10,Abstract,Video Editor
6,7,6,9,8,3,8,1,3,4,6,6,4,2,1,3,5,9,7,Cartoon,Animator
6,6,3,7,8,4,8,2,3,5,4,4,3,3,2,4,5,9,9,Cartoon,Animator
9,7,7,5,4,6,4,5,7,5,7,5,3,2,1,4,8,2,4,Modern,Illustration Artist
4,6,5,4,8,6,2,9,5,6,4,2,1,3,2,4,4,3,5,Cartoon,Game Designer
9,7,7,5,3,3,5,5,8,6,7,4,1,3,2,1,7,2,7,Modern,Illustration Artist
7,3,5,5,3,5,4,3,2,6,6,6,1,3,3,3,3,4,5,Cartoon,Packaging Designer
6,7,8,2,4,6,2,2,5,8,9,9,1,1,1,4,3,4,10,Modern,Branding & Identity Designer
6,8,9,3,4,2,5,3,5,7,7,7,3,1,3,1,5,4,7,Classic,Branding & Identity Designer
4,9,3,5,2,7,2,4,4,3,4,6,7,3,3,4,3,2,3,Abstract,Web Designer
5,8,8,4,1,5,4,1,4,9,7,9,3,3,2,3,3,2,5,Abstract,Branding & Identity Designer
6,7,6,6,5,3,5,1,4,4,3,7,4,2,2,2,4,5,9,Futuristic,Art Director
4,7,5,2,1,3,3,2,3,6,3,2,2,2,2,9,4,4,7,Futuristic,Product Designer
8,9,8,5,4,2,2,2,2,7,9,9,1,2,3,4,4,2,10,Minimalist,Branding & Identity Designer
4,7,5,4,4,4,4,4,2,5,3,5,3,1,9,1,3,5,7,Cartoon,Interior Designer
4,5,4,4,4,5,4,4,3,4,4,6,4,3,8,3,4,4,10,Classic,Interior Designer
8,3,6,4,8,6,4,9,4,6,6,5,1,3,3,3,3,4,5,Minimalist,Game Designer
7,3,7,3,2,3,2,3,2,6,5,2,3,1,2,2,5,4,7,Modern,Packaging Designer
6,3,5,5,1,7,2,4,5,6,4,6,9,1,1,2,3,3,10,Minimalist,UX/UI Designer
8,9,3,6,2,7,3,3,4,6,4,6,7,2,3,2,3,2,10,Modern,Web Designer
7,6,3,4,4,4,4,4,3,4,3,2,2,2,1,1,3,3,6,Modern,Packaging Designer
7,3,6,7,2,3,9,5,4,5,3,5,3,2,3,1,4,3,7,Modern,Video Editor
5,3,5,3,5,5,5,3,2,4,5,4,2,1,8,4,5,5,3,Abstract,Interior Designer
7,3,6,7,7,4,7,3,2,3,5,2,2,1,3,3,4,7,6,Realistic,Animator
4,8,6,3,1,7,4,5,3,6,6,5,8,1,3,3,5,4,7,Modern,Web Designer
4,5,5,2,5,6,3,5,8,5,8,2,2,8,2,4,3,3,1,Minimalist,Fashion Designer
5,3,3,6,1,4,2,4,2,6,5,9,4,1,3,2,4,3,9,Abstract,Art Director
7,5,8,4,2,4,3,2,8,5,9,3,4,3,3,4,7,5,2,Modern,Illustration Artist
6,5,5,2,1,3,3,5,8,4,7,6,1,7,1,4,3,5,3,Minimalist,Fashion Designer
7,7,5,6,2,4,4,2,4,3,6,6,4,2,1,2,5,4,10,Modern,Packaging Designer
8,7,7,4,5,4,2,2,7,3,9,3,4,8,2,4,3,4,1,Futuristic,Fashion Designer
4,7,8,2,1,4,3,5,2,9,7,3,4,2,1,4,3,5,8,Cartoon,Graphic Designer
6,5,4,8,7,2,7,3,4,6,6,2,1,2,3,1,5,7,8,Modern,Animator
7,4,4,2,8,6,4,4,9,3,4,6,4,1,1,4,9,4,6,Cartoon,Concept Artist
7,3,3,2,1,3,4,2,2,3,6,2,4,1,1,9,4,4,6,Minimalist,Product Designer
7,7,4,4,5,6,4,4,2,3,3,5,1,1,8,2,5,3,1,Cartoon,Interior Designer
5,3,7,6,4,5,4,3,2,6,3,9,1,1,1,1,3,2,8,Futuristic,Art Director
8,7,6,8,5,2,8,5,4,6,5,5,2,1,3,2,4,7,9,Classic,Motion Graphics Designer
4,7,9,3,5,6,4,5,5,8,7,5,2,1,1,1,4,2,9,Cartoon,Graphic Designer
7,6,6,7,1,4,8,3,2,4,4,6,3,2,2,4,4,8,10,Futuristic,Motion Graphics Designer
8,8,9,2,1,4,3,3,4,9,9,3,1,1,2,3,4,4,6,Classic,Graphic Designer
7,6,5,9,3,3,7,1,4,3,3,6,4,1,1,1,5,4,4,Modern,Video Editor
5,7,7,6,3,8,4,1,5,5,4,5,7,2,1,1,5,5,7,Minimalist,UX/UI Designer
6,5,5,4,7,6,2,2,7,3,4,6,2,1,3,2,8,5,5,Realistic,Concept Artist
7,4,9,5,1,5,2,3,8,5,8,3,4,1,1,1,8,4,1,Minimalist,Illustration Artist
4,7,3,3,2,6,4,2,3,4,3,2,2,1,9,1,4,4,9,Minimalist,Interior Designer
6,3,7,2,1,3,5,5,2,4,5,5,3,1,2,3,3,2,5,Minimalist,Packaging Designer
6,6,3,4,3,6,5,2,3,5,3,4,4,1,2,3,3,4,5,Cartoon,Packaging Designer
7,9,8,4,3,2,2,1,3,8,9,6,2,3,2,3,3,5,3,Realistic,Graphic Designer
6,7,7,4,7,6,5,4,8,3,5,2,1,2,2,2,9,5,2,Abstract,Concept Artist
6,8,9,6,3,2,4,4,4,7,9,9,2,1,1,2,4,2,9,Abstract,Branding & Identity Designer
8,8,8,4,2,3,5,2,2,8,9,9,4,1,1,4,4,5,1,Classic,Branding & Identity Designer
9,4,7,5,5,2,2,1,9,6,8,2,1,1,2,3,9,5,10,Classic,Illustration Artist
8,6,4,4,9,5,3,3,9,6,5,2,4,1,3,3,9,5,4,Realistic,Concept Artist
8,4,7,6,3,3,4,5,2,6,5,6,2,1,3,1,5,2,4,Cartoon,Packaging Designer
7,4,5,4,1,6,2,5,8,6,9,3,3,7,2,4,4,3,7,Futuristic,Fashion Designer
6,6,7,5,2,5,4,5,5,3,3,4,4,2,2,4,4,4,7,Cartoon,Packaging Designer
6,5,7,6,9,2,2,4,7,6,4,4,2,2,2,2,7,2,3,Minimalist,Concept Artist
6,4,5,5,3,3,4,1,3,3,6,9,1,3,1,2,3,3,4,Classic,Art Director
4,7,6,4,2,8,4,2,3,3,5,5,9,1,3,1,4,4,7,Modern,Web Designer
8,3,3,7,7,6,7,4,2,6,5,5,4,1,3,3,5,8,8,Classic,Animator
4,8,3,4,2,9,3,5,2,4,6,5,8,1,2,4,4,2,3,Realistic,Web Designer
4,7,7,6,4,8,5,4,5,5,3,4,9,3,3,1,3,5,3,Abstract,UX/UI Designer
5,7,5,4,3,6,3,4,5,3,3,2,2,2,9,2,5,3,4,Cartoon,Interior Designer
8,4,6,3,5,4,4,1,3,6,5,3,2,2,7,4,4,2,1,Abstract,Interior Designer
9,6,7,2,4,6,2,5,7,4,8,5,1,2,3,2,8,3,5,Abstract,Illustration Artist
6,7,6,4,1,8,4,4,5,5,6,6,7,2,2,3,5,5,5,Minimalist,Web Designer
8,7,7,4,2,4,5,1,5,9,9,9,2,2,3,4,5,2,10,Minimalist,Branding & Identity Designer
8,6,3,9,3,6,7,1,4,5,5,2,1,2,3,1,4,7,5,Cartoon,Motion Graphics Designer
4,4,4,4,4,4,4,3,3,3,5,7,2,1,1,4,5,4,3,Classic,Art Director
5,7,6,3,2,4,2,3,4,4,6,4,1,2,9,2,3,3,8,Cartoon,Interior Designer
6,5,6,6,5,4,2,4,2,6,5,6,1,3,7,3,5,3,8,Cartoon,Interior Designer
6,7,4,6,5,8,2,3,4,4,4,6,8,3,2,4,5,4,9,Abstract,Web Designer
4,3,5,7,3,3,9,4,5,3,6,4,2,3,2,3,5,2,10,Cartoon,Video Editor
7,6,3,5,8,6,3,9,5,6,3,3,4,2,2,2,3,3,9,Abstract,Game Designer
8,5,5,9,4,6,7,2,2,6,6,6,3,2,1,1,3,8,2,Abstract,Motion Graphics Designer
4,6,4,6,5,2,2,4,5,4,3,4,3,1,3,3,5,4,10,Classic,Packaging Designer
4,7,9,5,1,4,5,5,3,7,7,8,1,2,3,2,5,3,5,Minimalist,Branding & Identity Designer
7,8,7,4,2,6,4,5,5,8,9,4,1,1,2,2,4,3,4,Futuristic,Graphic Designer
5,6,3,6,1,4,3,1,2,6,6,8,3,3,3,1,3,5,4,Cartoon,Art Director
5,3,6,6,1,4,4,5,2,6,6,6,3,3,1,9,5,4,8,Futuristic,Product Designer
8,7,5,6,5,6,3,5,2,5,5,3,4,2,1,1,5,2,9,Minimalist,Packaging Designer
4,3,3,7,1,2,9,1,4,3,6,2,2,3,1,2,4,2,9,Abstract,Video Editor
4,7,6,3,3,7,2,3,5,6,3,3,8,1,3,2,5,4,8,Minimalist,UX/UI Designer
5,3,7,5,2,3,5,5,2,5,4,6,1,1,3,9,5,4,2,Minimalist,Product Designer
8,5,3,5,2,4,5,4,9,5,8,4,3,7,1,2,3,5,2,Modern,Fashion Designer
8,4,3,2,5,5,4,1,3,4,4,9,4,3,1,1,4,3,6,Classic,Art Director
6,9,7,3,2,9,2,2,2,4,6,6,8,2,3,4,5,5,6,Minimalist,Web Designer
5,7,5,7,2,2,7,4,2,3,4,5,4,3,1,4,4,2,2,Classic,Video Editor
8,8,8,4,5,2,5,5,3,7,8,5,2,2,1,3,5,3,10,Cartoon,Graphic Designer
7,3,6,6,5,2,3,5,8,4,8,6,1,9,3,2,5,5,3,Abstract,Fashion Designer
5,7,6,3,4,2,5,2,2,6,5,3,1,2,7,3,4,3,5,Abstract,Interior Designer
8,9,7,2,1,5,4,2,4,7,8,9,3,1,1,3,4,2,8,Futuristic,Branding & Identity Designer
5,8,7,6,5,5,3,5,5,7,7,8,3,3,2,1,3,2,5,Minimalist,Branding & Identity Designer
7,6,4,7,9,6,9,2,4,5,4,4,3,2,1,1,3,7,2,Modern,Animator
